starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 22 14:48:21 2016	1479822501	1	2	3	2
Tue Nov 22 14:48:17 2016	1479822497	1	3	3	2
Tue Nov 22 14:48:19 2016	1479822499	1	3	4	3
Tue Nov 22 14:48:20 2016	1479822500	1	3	4	3
Tue Nov 22 14:48:21 2016	1479822501	1	4	4	3
Tue Nov 22 14:48:19 2016	1479822499	1	4	4	3
Tue Nov 22 14:48:12 2016	1479822492	1	4	5	2
Tue Nov 22 14:48:19 2016	1479822499	1	4	5	4
Tue Nov 22 14:48:21 2016	1479822501	1	4	5	4
Tue Nov 22 14:48:20 2016	1479822500	1	5	5	4
Tue Nov 22 14:48:12 2016	1479822492	1	4	5	4
Tue Nov 22 14:48:10 2016	1479822490	1	4	5	4
Tue Nov 22 14:48:12 2016	1479822492	1	4	5	4
Tue Nov 22 14:48:17 2016	1479822497	1	5	6	5
Tue Nov 22 14:48:16 2016	1479822496	1	5	6	5
Tue Nov 22 14:48:14 2016	1479822494	2	4	6	4
Tue Nov 22 14:48:18 2016	1479822498	1	5	6	5
Tue Nov 22 14:48:11 2016	1479822491	1	5	6	5
Tue Nov 22 14:48:13 2016	1479822493	1	5	6	4
Tue Nov 22 14:48:16 2016	1479822496	1	5	6	5
Tue Nov 22 14:48:12 2016	1479822492	1	5	6	5
Tue Nov 22 14:48:20 2016	1479822500	1	6	7	6
Tue Nov 22 14:48:07 2016	1479822487	1	6	7	6
Tue Nov 22 14:48:12 2016	1479822492	2	5	7	4
Tue Nov 22 14:48:13 2016	1479822493	1	6	7	6
Tue Nov 22 14:48:14 2016	1479822494	1	6	7	6
Tue Nov 22 14:48:14 2016	1479822494	1	6	7	6
Tue Nov 22 14:48:16 2016	1479822496	1	6	7	6
Tue Nov 22 14:48:18 2016	1479822498	1	6	7	6
Tue Nov 22 14:48:17 2016	1479822497	1	6	7	6
Tue Nov 22 14:48:18 2016	1479822498	1	6	7	6
Tue Nov 22 14:48:18 2016	1479822498	1	6	7	6
Tue Nov 22 14:48:14 2016	1479822494	1	6	7	6
Tue Nov 22 14:48:06 2016	1479822486	1	6	7	6
Tue Nov 22 14:48:19 2016	1479822499	2	6	7	6
Tue Nov 22 14:48:20 2016	1479822500	1	7	7	7
Tue Nov 22 14:48:16 2016	1479822496	1	7	8	6
Tue Nov 22 14:48:19 2016	1479822499	1	7	8	6
Tue Nov 22 14:48:19 2016	1479822499	1	6	8	6
Tue Nov 22 14:48:21 2016	1479822501	2	6	8	6
Tue Nov 22 14:48:19 2016	1479822499	2	6	8	6
Tue Nov 22 14:48:17 2016	1479822497	1	7	8	7
Tue Nov 22 14:48:20 2016	1479822500	1	7	8	7
Tue Nov 22 14:48:14 2016	1479822494	1	7	8	6
Tue Nov 22 14:48:06 2016	1479822486	1	7	8	7
Tue Nov 22 14:48:20 2016	1479822500	2	5	8	5
Tue Nov 22 14:48:17 2016	1479822497	1	7	8	7
Tue Nov 22 14:48:11 2016	1479822491	1	7	8	7
Tue Nov 22 14:48:21 2016	1479822501	1	7	8	6
Tue Nov 22 14:48:11 2016	1479822491	2	6	8	6
Tue Nov 22 14:48:21 2016	1479822501	1	7	8	6
Tue Nov 22 14:48:13 2016	1479822493	1	7	8	7
Tue Nov 22 14:48:13 2016	1479822493	2	6	8	4
Tue Nov 22 14:48:14 2016	1479822494	1	7	8	7
Tue Nov 22 14:48:11 2016	1479822491	3	5	8	3
Tue Nov 22 14:48:11 2016	1479822491	1	7	8	7
Tue Nov 22 14:48:20 2016	1479822500	1	7	8	7
Tue Nov 22 14:48:17 2016	1479822497	1	8	8	7
Tue Nov 22 14:48:11 2016	1479822491	1	7	8	6
Tue Nov 22 14:48:16 2016	1479822496	1	7	8	7
Tue Nov 22 14:48:17 2016	1479822497	1	7	8	6
Tue Nov 22 14:48:19 2016	1479822499	1	8	8	8
Tue Nov 22 14:48:18 2016	1479822498	1	7	8	6
Tue Nov 22 14:48:17 2016	1479822497	2	6	8	6
Tue Nov 22 14:48:19 2016	1479822499	1	7	8	7
Tue Nov 22 14:48:11 2016	1479822491	1	7	8	7
Tue Nov 22 14:48:18 2016	1479822498	1	7	8	7
Tue Nov 22 14:48:20 2016	1479822500	1	7	8	7
Tue Nov 22 14:48:18 2016	1479822498	1	8	8	7
Tue Nov 22 14:48:12 2016	1479822492	1	7	8	7
Tue Nov 22 14:48:18 2016	1479822498	2	6	8	5
Tue Nov 22 14:48:19 2016	1479822499	1	8	8	7
Tue Nov 22 14:48:11 2016	1479822491	1	7	9	7
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	5
Tue Nov 22 14:48:20 2016	1479822500	1	8	9	6
Tue Nov 22 14:48:16 2016	1479822496	2	7	9	6
Tue Nov 22 14:48:15 2016	1479822495	2	7	9	6
Tue Nov 22 14:48:16 2016	1479822496	3	5	9	5
Tue Nov 22 14:48:21 2016	1479822501	1	8	9	8
Tue Nov 22 14:48:19 2016	1479822499	1	7	9	7
Tue Nov 22 14:48:17 2016	1479822497	2	7	9	7
Tue Nov 22 14:48:16 2016	1479822496	1	8	9	5
Tue Nov 22 14:48:20 2016	1479822500	1	8	9	7
Tue Nov 22 14:48:07 2016	1479822487	1	8	9	7
Tue Nov 22 14:48:20 2016	1479822500	1	8	9	8
Tue Nov 22 14:48:14 2016	1479822494	1	8	9	8
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	8
Tue Nov 22 14:48:14 2016	1479822494	2	7	9	7
Tue Nov 22 14:48:17 2016	1479822497	2	7	9	7
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	3
Tue Nov 22 14:48:11 2016	1479822491	2	7	9	7
Tue Nov 22 14:48:12 2016	1479822492	2	7	9	7
Tue Nov 22 14:48:21 2016	1479822501	2	7	9	7
Tue Nov 22 14:48:14 2016	1479822494	2	7	9	7
Tue Nov 22 14:48:11 2016	1479822491	1	8	9	6
Tue Nov 22 14:48:21 2016	1479822501	1	8	9	8
Tue Nov 22 14:48:20 2016	1479822500	1	8	9	7
Tue Nov 22 14:48:10 2016	1479822490	1	8	9	8
Tue Nov 22 14:48:17 2016	1479822497	1	8	9	8
Tue Nov 22 14:48:07 2016	1479822487	1	8	9	7
Tue Nov 22 14:48:14 2016	1479822494	3	6	9	6
Tue Nov 22 14:48:10 2016	1479822490	2	7	9	7
Tue Nov 22 14:48:18 2016	1479822498	1	8	9	7
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	7
Tue Nov 22 14:48:10 2016	1479822490	4	5	9	5
Tue Nov 22 14:48:20 2016	1479822500	1	7	9	7
Tue Nov 22 14:48:21 2016	1479822501	1	8	9	7
Tue Nov 22 14:48:19 2016	1479822499	2	7	9	7
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	8
Tue Nov 22 14:48:20 2016	1479822500	1	8	9	7
Tue Nov 22 14:48:15 2016	1479822495	1	8	9	8
Tue Nov 22 14:48:07 2016	1479822487	1	8	9	4
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	7
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	8
Tue Nov 22 14:48:20 2016	1479822500	1	9	9	6
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	7
Tue Nov 22 14:48:10 2016	1479822490	2	7	9	7
Tue Nov 22 14:48:07 2016	1479822487	1	8	9	8
Tue Nov 22 14:48:21 2016	1479822501	3	6	9	6
Tue Nov 22 14:48:13 2016	1479822493	1	8	9	8
Tue Nov 22 14:48:07 2016	1479822487	1	8	9	4
Tue Nov 22 14:48:11 2016	1479822491	1	8	9	6
Tue Nov 22 14:48:12 2016	1479822492	1	8	9	5
Tue Nov 22 14:48:11 2016	1479822491	1	8	9	7
Tue Nov 22 14:48:14 2016	1479822494	1	8	9	8
Tue Nov 22 14:48:18 2016	1479822498	1	9	9	6
Tue Nov 22 14:48:19 2016	1479822499	1	9	9	7
Tue Nov 22 14:48:18 2016	1479822498	1	8	9	7
Tue Nov 22 14:48:19 2016	1479822499	3	7	9	7
Tue Nov 22 14:48:09 2016	1479822489	2	8	9	8
Tue Nov 22 14:48:20 2016	1479822500	1	9	9	8
Tue Nov 22 14:48:14 2016	1479822494	1	9	9	8
Tue Nov 22 14:48:21 2016	1479822501	2	7	9	7
Tue Nov 22 14:48:09 2016	1479822489	1	8	9	4
Tue Nov 22 14:48:19 2016	1479822499	1	8	9	8
Tue Nov 22 14:48:13 2016	1479822493	2	7	9	7
Tue Nov 22 14:48:07 2016	1479822487	3	7	9	7
Tue Nov 22 14:48:20 2016	1479822500	1	8	9	8
Tue Nov 22 14:48:10 2016	1479822490	2	7	9	7
Tue Nov 22 14:48:10 2016	1479822490	1	8	9	8
Tue Nov 22 14:48:13 2016	1479822493	2	7	10	7
Tue Nov 22 14:48:07 2016	1479822487	1	9	10	7
Tue Nov 22 14:48:12 2016	1479822492	1	9	10	6
Tue Nov 22 14:48:17 2016	1479822497	1	9	10	8
Tue Nov 22 14:48:17 2016	1479822497	1	9	10	8
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	7
Tue Nov 22 14:48:11 2016	1479822491	1	9	10	9
Tue Nov 22 14:48:17 2016	1479822497	1	8	10	8
Tue Nov 22 14:48:21 2016	1479822501	1	9	10	8
Tue Nov 22 14:48:19 2016	1479822499	3	7	10	6
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	8
Tue Nov 22 14:48:12 2016	1479822492	3	7	10	4
Tue Nov 22 14:48:16 2016	1479822496	1	8	10	7
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	8
Tue Nov 22 14:48:14 2016	1479822494	1	9	10	9
Tue Nov 22 14:48:07 2016	1479822487	2	7	10	7
Tue Nov 22 14:48:18 2016	1479822498	2	7	10	7
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:16 2016	1479822496	1	9	10	9
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:16 2016	1479822496	1	9	10	7
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	9
Tue Nov 22 14:48:09 2016	1479822489	2	8	10	7
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	9
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	7
Tue Nov 22 14:48:17 2016	1479822497	1	9	10	6
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	9
Tue Nov 22 14:48:18 2016	1479822498	4	6	10	6
Tue Nov 22 14:48:14 2016	1479822494	2	8	10	7
Tue Nov 22 14:48:17 2016	1479822497	1	9	10	8
Tue Nov 22 14:48:09 2016	1479822489	1	9	10	9
Tue Nov 22 14:48:11 2016	1479822491	2	8	10	8
Tue Nov 22 14:48:11 2016	1479822491	2	8	10	7
Tue Nov 22 14:48:15 2016	1479822495	1	9	10	8
Tue Nov 22 14:48:07 2016	1479822487	3	7	10	7
Tue Nov 22 14:48:19 2016	1479822499	0	9	10	9
Tue Nov 22 14:48:12 2016	1479822492	1	9	10	9
Tue Nov 22 14:48:14 2016	1479822494	1	9	10	7
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	8
Tue Nov 22 14:48:21 2016	1479822501	1	9	10	8
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:21 2016	1479822501	1	9	10	6
Tue Nov 22 14:48:11 2016	1479822491	1	9	10	9
Tue Nov 22 14:48:12 2016	1479822492	1	9	10	9
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	6
Tue Nov 22 14:48:21 2016	1479822501	2	8	10	8
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:07 2016	1479822487	2	8	10	7
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	7
Tue Nov 22 14:48:11 2016	1479822491	3	7	10	7
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	9
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	6
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	7
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	8
Tue Nov 22 14:48:20 2016	1479822500	2	8	10	8
Tue Nov 22 14:48:07 2016	1479822487	1	9	10	8
Tue Nov 22 14:48:07 2016	1479822487	1	9	10	6
Tue Nov 22 14:48:19 2016	1479822499	2	8	10	7
Tue Nov 22 14:48:21 2016	1479822501	1	9	10	9
Tue Nov 22 14:48:13 2016	1479822493	2	8	10	6
Tue Nov 22 14:48:20 2016	1479822500	2	8	10	7
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	8
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	9
Tue Nov 22 14:48:14 2016	1479822494	1	9	10	9
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	7
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	9
Tue Nov 22 14:48:21 2016	1479822501	1	9	10	9
Tue Nov 22 14:48:10 2016	1479822490	1	9	10	9
Tue Nov 22 14:48:21 2016	1479822501	3	7	10	7
Tue Nov 22 14:48:07 2016	1479822487	1	9	10	8
Tue Nov 22 14:48:19 2016	1479822499	1	9	10	9
Tue Nov 22 14:48:09 2016	1479822489	2	9	10	6
Tue Nov 22 14:48:18 2016	1479822498	2	8	10	8
Tue Nov 22 14:48:20 2016	1479822500	3	7	10	7
Tue Nov 22 14:48:11 2016	1479822491	2	8	10	8
Tue Nov 22 14:48:14 2016	1479822494	2	8	10	6
Tue Nov 22 14:48:13 2016	1479822493	1	9	10	7
Tue Nov 22 14:48:09 2016	1479822489	4	6	10	6
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	6
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	4
Tue Nov 22 14:48:18 2016	1479822498	2	8	10	8
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	7
Tue Nov 22 14:48:07 2016	1479822487	1	9	10	8
Tue Nov 22 14:48:18 2016	1479822498	1	9	10	8
Tue Nov 22 14:48:07 2016	1479822487	1	9	10	7
Tue Nov 22 14:48:17 2016	1479822497	1	10	10	8
Tue Nov 22 14:48:19 2016	1479822499	1	10	10	7
Tue Nov 22 14:48:20 2016	1479822500	1	9	10	8
Tue Nov 22 14:48:21 2016	1479822501	1	10	10	7
Tue Nov 22 14:48:16 2016	1479822496	1	10	10	9
Tue Nov 22 14:48:20 2016	1479822500	2	8	10	7
Tue Nov 22 14:48:07 2016	1479822487	2	8	10	8
Tue Nov 22 14:48:20 2016	1479822500	1	10	10	9
Tue Nov 22 14:48:14 2016	1479822494	2	8	10	8
Tue Nov 22 14:48:20 2016	1479822500	1	10	10	7
Tue Nov 22 14:48:13 2016	1479822493	2	9	10	8
Tue Nov 22 14:48:06 2016	1479822486	1	9	10	9
Tue Nov 22 14:48:16 2016	1479822496	1	10	10	10
Tue Nov 22 14:48:09 2016	1479822489	3	8	10	8
Tue Nov 22 14:48:12 2016	1479822492	2	8	10	8
Tue Nov 22 14:48:13 2016	1479822493	2	8	10	6
Tue Nov 22 14:48:15 2016	1479822495	1	9	10	9
Tue Nov 22 14:48:17 2016	1479822497	2	9	10	7
Tue Nov 22 14:48:16 2016	1479822496	1	10	10	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	10	9
Tue Nov 22 14:48:14 2016	1479822494	1	10	10	8
Tue Nov 22 14:48:13 2016	1479822493	3	7	10	7
Tue Nov 22 14:48:16 2016	1479822496	2	9	10	7
Tue Nov 22 14:48:19 2016	1479822499	2	9	10	8
Tue Nov 22 14:48:21 2016	1479822501	1	9	10	9
Tue Nov 22 14:48:20 2016	1479822500	2	9	10	9
Tue Nov 22 14:48:20 2016	1479822500	1	10	10	10
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	8
Tue Nov 22 14:48:20 2016	1479822500	1	9	11	9
Tue Nov 22 14:48:07 2016	1479822487	2	8	11	8
Tue Nov 22 14:48:13 2016	1479822493	1	10	11	9
Tue Nov 22 14:48:21 2016	1479822501	1	9	11	7
Tue Nov 22 14:48:16 2016	1479822496	1	10	11	8
Tue Nov 22 14:48:16 2016	1479822496	2	8	11	8
Tue Nov 22 14:48:18 2016	1479822498	1	9	11	8
Tue Nov 22 14:48:13 2016	1479822493	2	9	11	9
Tue Nov 22 14:48:12 2016	1479822492	1	9	11	9
Tue Nov 22 14:48:14 2016	1479822494	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	2	9	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	8
Tue Nov 22 14:48:18 2016	1479822498	2	9	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	10
Tue Nov 22 14:48:12 2016	1479822492	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	9	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	9
Tue Nov 22 14:48:09 2016	1479822489	3	7	11	7
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	7
Tue Nov 22 14:48:14 2016	1479822494	1	10	11	9
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	7
Tue Nov 22 14:48:14 2016	1479822494	1	10	11	9
Tue Nov 22 14:48:19 2016	1479822499	2	9	11	9
Tue Nov 22 14:48:11 2016	1479822491	1	10	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	9
Tue Nov 22 14:48:13 2016	1479822493	2	9	11	7
Tue Nov 22 14:48:09 2016	1479822489	2	9	11	7
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	10
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	7
Tue Nov 22 14:48:10 2016	1479822490	4	6	11	6
Tue Nov 22 14:48:17 2016	1479822497	1	9	11	8
Tue Nov 22 14:48:09 2016	1479822489	3	7	11	7
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	9
Tue Nov 22 14:48:19 2016	1479822499	2	9	11	6
Tue Nov 22 14:48:09 2016	1479822489	3	7	11	7
Tue Nov 22 14:48:10 2016	1479822490	2	8	11	8
Tue Nov 22 14:48:11 2016	1479822491	1	9	11	9
Tue Nov 22 14:48:07 2016	1479822487	2	9	11	7
Tue Nov 22 14:48:11 2016	1479822491	1	9	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	9	11	8
Tue Nov 22 14:48:11 2016	1479822491	1	10	11	8
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	10
Tue Nov 22 14:48:18 2016	1479822498	1	9	11	9
Tue Nov 22 14:48:21 2016	1479822501	1	10	11	10
Tue Nov 22 14:48:17 2016	1479822497	1	10	11	9
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	10
Tue Nov 22 14:48:09 2016	1479822489	1	9	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	8
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	7
Tue Nov 22 14:48:20 2016	1479822500	3	8	11	8
Tue Nov 22 14:48:21 2016	1479822501	2	9	11	8
Tue Nov 22 14:48:21 2016	1479822501	1	10	11	8
Tue Nov 22 14:48:20 2016	1479822500	3	8	11	8
Tue Nov 22 14:48:12 2016	1479822492	4	7	11	5
Tue Nov 22 14:48:21 2016	1479822501	1	10	11	6
Tue Nov 22 14:48:20 2016	1479822500	1	9	11	8
Tue Nov 22 14:48:11 2016	1479822491	1	10	11	10
Tue Nov 22 14:48:13 2016	1479822493	2	9	11	7
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	10
Tue Nov 22 14:48:09 2016	1479822489	2	9	11	9
Tue Nov 22 14:48:17 2016	1479822497	1	10	11	7
Tue Nov 22 14:48:09 2016	1479822489	2	8	11	8
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	9
Tue Nov 22 14:48:12 2016	1479822492	4	7	11	7
Tue Nov 22 14:48:14 2016	1479822494	4	7	11	7
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	10
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	2	9	11	9
Tue Nov 22 14:48:12 2016	1479822492	1	10	11	8
Tue Nov 22 14:48:21 2016	1479822501	1	10	11	10
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	8
Tue Nov 22 14:48:17 2016	1479822497	1	10	11	9
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	7
Tue Nov 22 14:48:17 2016	1479822497	1	10	11	10
Tue Nov 22 14:48:16 2016	1479822496	1	10	11	10
Tue Nov 22 14:48:19 2016	1479822499	2	9	11	8
Tue Nov 22 14:48:08 2016	1479822488	1	10	11	10
Tue Nov 22 14:48:17 2016	1479822497	2	9	11	9
Tue Nov 22 14:48:07 2016	1479822487	4	7	11	7
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	10
Tue Nov 22 14:48:18 2016	1479822498	2	9	11	6
Tue Nov 22 14:48:12 2016	1479822492	2	9	11	7
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	10
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	7
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	10
Tue Nov 22 14:48:18 2016	1479822498	3	8	11	6
Tue Nov 22 14:48:11 2016	1479822491	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	10
Tue Nov 22 14:48:12 2016	1479822492	1	10	11	8
Tue Nov 22 14:48:12 2016	1479822492	2	9	11	9
Tue Nov 22 14:48:13 2016	1479822493	4	7	11	6
Tue Nov 22 14:48:13 2016	1479822493	1	10	11	9
Tue Nov 22 14:48:13 2016	1479822493	3	8	11	8
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	8
Tue Nov 22 14:48:12 2016	1479822492	2	9	11	7
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	10
Tue Nov 22 14:48:13 2016	1479822493	1	10	11	10
Tue Nov 22 14:48:21 2016	1479822501	1	10	11	8
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	8
Tue Nov 22 14:48:11 2016	1479822491	2	9	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	8
Tue Nov 22 14:48:13 2016	1479822493	2	9	11	7
Tue Nov 22 14:48:20 2016	1479822500	2	9	11	9
Tue Nov 22 14:48:15 2016	1479822495	4	7	11	7
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	7
Tue Nov 22 14:48:13 2016	1479822493	1	10	11	7
Tue Nov 22 14:48:07 2016	1479822487	1	10	11	7
Tue Nov 22 14:48:20 2016	1479822500	3	8	11	8
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	9
Tue Nov 22 14:48:10 2016	1479822490	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	9
Tue Nov 22 14:48:20 2016	1479822500	4	7	11	6
Tue Nov 22 14:48:18 2016	1479822498	2	9	11	6
Tue Nov 22 14:48:21 2016	1479822501	3	8	11	7
Tue Nov 22 14:48:19 2016	1479822499	2	9	11	7
Tue Nov 22 14:48:20 2016	1479822500	2	10	11	8
Tue Nov 22 14:48:11 2016	1479822491	1	10	11	10
Tue Nov 22 14:48:17 2016	1479822497	2	9	11	5
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	10
Tue Nov 22 14:48:20 2016	1479822500	2	9	11	9
Tue Nov 22 14:48:20 2016	1479822500	2	10	11	10
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	8
Tue Nov 22 14:48:19 2016	1479822499	1	11	11	10
Tue Nov 22 14:48:17 2016	1479822497	2	9	11	8
Tue Nov 22 14:48:13 2016	1479822493	2	9	11	7
Tue Nov 22 14:48:07 2016	1479822487	2	9	11	8
Tue Nov 22 14:48:21 2016	1479822501	1	11	11	9
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	8
Tue Nov 22 14:48:20 2016	1479822500	1	11	11	7
Tue Nov 22 14:48:21 2016	1479822501	2	9	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	8
Tue Nov 22 14:48:17 2016	1479822497	1	11	11	10
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	7
Tue Nov 22 14:48:17 2016	1479822497	2	9	11	7
Tue Nov 22 14:48:09 2016	1479822489	1	10	11	9
Tue Nov 22 14:48:14 2016	1479822494	4	7	11	7
Tue Nov 22 14:48:18 2016	1479822498	5	6	11	6
Tue Nov 22 14:48:15 2016	1479822495	1	10	11	10
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	6
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	10
Tue Nov 22 14:48:14 2016	1479822494	1	10	11	10
Tue Nov 22 14:48:18 2016	1479822498	1	11	11	7
Tue Nov 22 14:48:11 2016	1479822491	3	8	11	8
Tue Nov 22 14:48:17 2016	1479822497	2	9	11	7
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	7
Tue Nov 22 14:48:20 2016	1479822500	1	10	11	7
Tue Nov 22 14:48:17 2016	1479822497	2	9	11	7
Tue Nov 22 14:48:07 2016	1479822487	1	10	11	10
Tue Nov 22 14:48:10 2016	1479822490	1	10	11	10
Tue Nov 22 14:48:19 2016	1479822499	2	10	11	8
Tue Nov 22 14:48:13 2016	1479822493	2	9	11	8
Tue Nov 22 14:48:20 2016	1479822500	4	7	11	7
Tue Nov 22 14:48:14 2016	1479822494	3	9	11	8
Tue Nov 22 14:48:11 2016	1479822491	1	10	11	10
Tue Nov 22 14:48:17 2016	1479822497	1	11	11	10
Tue Nov 22 14:48:17 2016	1479822497	1	11	11	9
Tue Nov 22 14:48:10 2016	1479822490	1	10	11	10
Tue Nov 22 14:48:19 2016	1479822499	3	9	11	9
Tue Nov 22 14:48:07 2016	1479822487	1	10	11	9
Tue Nov 22 14:48:12 2016	1479822492	3	8	11	7
Tue Nov 22 14:48:18 2016	1479822498	3	8	11	5
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	10
Tue Nov 22 14:48:20 2016	1479822500	3	8	11	8
Tue Nov 22 14:48:19 2016	1479822499	2	9	11	7
Tue Nov 22 14:48:21 2016	1479822501	1	10	11	7
Tue Nov 22 14:48:19 2016	1479822499	2	9	11	8
Tue Nov 22 14:48:16 2016	1479822496	2	10	11	8
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	9
Tue Nov 22 14:48:09 2016	1479822489	1	10	11	10
Tue Nov 22 14:48:17 2016	1479822497	2	10	11	8
Tue Nov 22 14:48:18 2016	1479822498	3	8	11	7
Tue Nov 22 14:48:15 2016	1479822495	1	10	11	9
Tue Nov 22 14:48:12 2016	1479822492	2	9	11	9
Tue Nov 22 14:48:18 2016	1479822498	1	11	11	10
Tue Nov 22 14:48:10 2016	1479822490	1	10	11	8
Tue Nov 22 14:48:12 2016	1479822492	5	7	11	7
Tue Nov 22 14:48:19 2016	1479822499	1	11	11	11
Tue Nov 22 14:48:11 2016	1479822491	1	10	11	10
Tue Nov 22 14:48:15 2016	1479822495	1	10	11	8
Tue Nov 22 14:48:19 2016	1479822499	1	11	11	9
Tue Nov 22 14:48:11 2016	1479822491	2	9	11	9
Tue Nov 22 14:48:19 2016	1479822499	1	10	11	10
Tue Nov 22 14:48:21 2016	1479822501	1	11	11	7
Tue Nov 22 14:48:09 2016	1479822489	1	10	11	10
Tue Nov 22 14:48:18 2016	1479822498	1	10	11	9
Tue Nov 22 14:48:18 2016	1479822498	1	11	11	11
Tue Nov 22 14:48:18 2016	1479822498	1	11	11	9
Tue Nov 22 14:48:17 2016	1479822497	2	10	11	8
Tue Nov 22 14:48:20 2016	1479822500	2	9	11	9
Tue Nov 22 14:48:11 2016	1479822491	2	9	11	8
