starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 22 14:47:25 2016	1479822445	0	2	2	2
Tue Nov 22 14:47:24 2016	1479822444	0	2	2	2
Tue Nov 22 14:47:32 2016	1479822452	0	2	2	2
Tue Nov 22 14:47:29 2016	1479822449	0	2	3	2
Tue Nov 22 14:47:27 2016	1479822447	0	2	3	2
Tue Nov 22 14:47:28 2016	1479822448	0	3	3	2
Tue Nov 22 14:47:28 2016	1479822448	0	2	3	2
Tue Nov 22 14:47:34 2016	1479822454	0	3	3	2
Tue Nov 22 14:47:27 2016	1479822447	0	3	3	3
Tue Nov 22 14:47:29 2016	1479822449	0	3	3	3
Tue Nov 22 14:47:30 2016	1479822450	0	3	3	3
Tue Nov 22 14:47:28 2016	1479822448	0	3	3	3
Tue Nov 22 14:47:32 2016	1479822452	0	3	3	3
Tue Nov 22 14:47:24 2016	1479822444	0	3	3	3
Tue Nov 22 14:47:27 2016	1479822447	0	3	3	3
Tue Nov 22 14:47:29 2016	1479822449	0	3	3	3
Tue Nov 22 14:47:33 2016	1479822453	0	3	3	3
Tue Nov 22 14:47:29 2016	1479822449	0	3	4	3
Tue Nov 22 14:47:28 2016	1479822448	0	3	4	3
Tue Nov 22 14:47:29 2016	1479822449	0	3	4	3
Tue Nov 22 14:47:30 2016	1479822450	0	3	4	3
Tue Nov 22 14:47:33 2016	1479822453	0	3	4	3
Tue Nov 22 14:47:32 2016	1479822452	0	4	4	3
Tue Nov 22 14:47:27 2016	1479822447	0	4	4	3
Tue Nov 22 14:47:28 2016	1479822448	0	4	4	4
Tue Nov 22 14:47:29 2016	1479822449	0	4	4	4
Tue Nov 22 14:47:24 2016	1479822444	0	4	4	4
Tue Nov 22 14:47:28 2016	1479822448	0	4	4	4
Tue Nov 22 14:47:29 2016	1479822449	0	4	4	3
Tue Nov 22 14:47:32 2016	1479822452	0	4	4	4
Tue Nov 22 14:47:29 2016	1479822449	0	4	4	3
Tue Nov 22 14:47:32 2016	1479822452	0	4	4	4
Tue Nov 22 14:47:34 2016	1479822454	0	4	4	4
Tue Nov 22 14:47:29 2016	1479822449	0	4	4	4
Tue Nov 22 14:47:32 2016	1479822452	0	4	4	4
Tue Nov 22 14:47:26 2016	1479822446	0	4	4	4
Tue Nov 22 14:47:29 2016	1479822449	0	4	4	4
Tue Nov 22 14:47:32 2016	1479822452	0	4	4	4
Tue Nov 22 14:47:34 2016	1479822454	0	4	5	4
Tue Nov 22 14:47:31 2016	1479822451	0	4	5	4
Tue Nov 22 14:47:24 2016	1479822444	0	4	5	4
Tue Nov 22 14:47:26 2016	1479822446	0	4	5	4
Tue Nov 22 14:47:26 2016	1479822446	0	4	5	4
Tue Nov 22 14:47:24 2016	1479822444	0	4	5	4
Tue Nov 22 14:47:26 2016	1479822446	0	4	5	4
Tue Nov 22 14:47:28 2016	1479822448	0	4	5	4
Tue Nov 22 14:47:33 2016	1479822453	0	4	5	4
Tue Nov 22 14:47:34 2016	1479822454	0	4	5	4
Tue Nov 22 14:47:24 2016	1479822444	0	5	5	4
Tue Nov 22 14:47:28 2016	1479822448	0	5	5	4
Tue Nov 22 14:47:29 2016	1479822449	0	4	5	4
Tue Nov 22 14:47:26 2016	1479822446	0	4	5	4
Tue Nov 22 14:47:26 2016	1479822446	0	5	5	4
Tue Nov 22 14:47:26 2016	1479822446	0	5	5	5
Tue Nov 22 14:47:29 2016	1479822449	0	5	5	4
Tue Nov 22 14:47:32 2016	1479822452	0	5	5	4
Tue Nov 22 14:47:30 2016	1479822450	0	5	5	5
Tue Nov 22 14:47:26 2016	1479822446	0	5	5	5
Tue Nov 22 14:47:28 2016	1479822448	0	5	5	4
Tue Nov 22 14:47:33 2016	1479822453	1	4	5	4
Tue Nov 22 14:47:34 2016	1479822454	0	5	5	5
Tue Nov 22 14:47:32 2016	1479822452	0	5	5	5
Tue Nov 22 14:47:25 2016	1479822445	2	3	5	3
Tue Nov 22 14:47:27 2016	1479822447	0	5	5	5
Tue Nov 22 14:47:28 2016	1479822448	0	5	5	5
Tue Nov 22 14:47:32 2016	1479822452	0	5	5	5
Tue Nov 22 14:47:29 2016	1479822449	1	5	5	5
Tue Nov 22 14:47:24 2016	1479822444	0	5	5	5
Tue Nov 22 14:47:32 2016	1479822452	1	5	5	5
Tue Nov 22 14:47:26 2016	1479822446	0	5	5	4
Tue Nov 22 14:47:26 2016	1479822446	0	5	5	5
Tue Nov 22 14:47:26 2016	1479822446	0	5	5	5
Tue Nov 22 14:47:33 2016	1479822453	0	5	5	5
Tue Nov 22 14:47:25 2016	1479822445	0	5	5	3
Tue Nov 22 14:47:33 2016	1479822453	0	5	5	5
Tue Nov 22 14:47:25 2016	1479822445	0	5	5	5
Tue Nov 22 14:47:30 2016	1479822450	0	5	6	4
Tue Nov 22 14:47:30 2016	1479822450	0	5	6	5
Tue Nov 22 14:47:26 2016	1479822446	0	5	6	5
Tue Nov 22 14:47:32 2016	1479822452	0	5	6	5
Tue Nov 22 14:47:32 2016	1479822452	1	5	6	5
Tue Nov 22 14:47:29 2016	1479822449	0	5	6	5
Tue Nov 22 14:47:28 2016	1479822448	0	5	6	5
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	5
Tue Nov 22 14:47:32 2016	1479822452	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	1	4	6	4
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	5
Tue Nov 22 14:47:34 2016	1479822454	1	5	6	5
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	5
Tue Nov 22 14:47:26 2016	1479822446	1	5	6	5
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	5
Tue Nov 22 14:47:28 2016	1479822448	0	5	6	5
Tue Nov 22 14:47:24 2016	1479822444	0	5	6	5
Tue Nov 22 14:47:27 2016	1479822447	1	5	6	5
Tue Nov 22 14:47:25 2016	1479822445	2	4	6	4
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	6
Tue Nov 22 14:47:28 2016	1479822448	0	5	6	5
Tue Nov 22 14:47:31 2016	1479822451	0	6	6	6
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	5
Tue Nov 22 14:47:31 2016	1479822451	0	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	5	6	5
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	5
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	5
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	5
Tue Nov 22 14:47:23 2016	1479822443	1	5	6	5
Tue Nov 22 14:47:31 2016	1479822451	0	6	6	6
Tue Nov 22 14:47:28 2016	1479822448	0	6	6	6
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	5
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	5
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	4
Tue Nov 22 14:47:27 2016	1479822447	0	6	6	5
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	6
Tue Nov 22 14:47:34 2016	1479822454	0	6	6	5
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	5
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	5
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	4
Tue Nov 22 14:47:31 2016	1479822451	0	6	6	5
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	6
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	5
Tue Nov 22 14:47:31 2016	1479822451	0	6	6	5
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	6
Tue Nov 22 14:47:27 2016	1479822447	0	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	1	5	6	5
Tue Nov 22 14:47:28 2016	1479822448	0	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	6
Tue Nov 22 14:47:28 2016	1479822448	0	6	6	5
Tue Nov 22 14:47:29 2016	1479822449	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	6
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	5
Tue Nov 22 14:47:33 2016	1479822453	1	5	6	5
Tue Nov 22 14:47:32 2016	1479822452	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	4
Tue Nov 22 14:47:34 2016	1479822454	0	6	6	6
Tue Nov 22 14:47:28 2016	1479822448	0	6	6	6
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	6
Tue Nov 22 14:47:32 2016	1479822452	0	6	6	6
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	6
Tue Nov 22 14:47:28 2016	1479822448	0	6	6	2
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	1	6	6	5
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	5
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	5
Tue Nov 22 14:47:33 2016	1479822453	1	5	6	5
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	5
Tue Nov 22 14:47:33 2016	1479822453	0	6	6	4
Tue Nov 22 14:47:32 2016	1479822452	0	6	6	6
Tue Nov 22 14:47:26 2016	1479822446	0	6	6	5
Tue Nov 22 14:47:30 2016	1479822450	1	6	6	5
Tue Nov 22 14:47:28 2016	1479822448	0	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	6
Tue Nov 22 14:47:32 2016	1479822452	0	6	6	5
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	6
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	6
Tue Nov 22 14:47:31 2016	1479822451	1	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	4
Tue Nov 22 14:47:24 2016	1479822444	0	6	6	6
Tue Nov 22 14:47:24 2016	1479822444	1	6	6	6
Tue Nov 22 14:47:32 2016	1479822452	0	6	6	6
Tue Nov 22 14:47:32 2016	1479822452	0	6	6	6
Tue Nov 22 14:47:27 2016	1479822447	0	6	6	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	6	4
Tue Nov 22 14:47:30 2016	1479822450	1	6	6	5
Tue Nov 22 14:47:26 2016	1479822446	1	6	7	5
Tue Nov 22 14:47:32 2016	1479822452	0	6	7	6
Tue Nov 22 14:47:27 2016	1479822447	0	6	7	6
Tue Nov 22 14:47:24 2016	1479822444	0	6	7	6
Tue Nov 22 14:47:33 2016	1479822453	1	6	7	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	7	6
Tue Nov 22 14:47:27 2016	1479822447	0	6	7	5
Tue Nov 22 14:47:29 2016	1479822449	0	6	7	5
Tue Nov 22 14:47:30 2016	1479822450	0	6	7	4
Tue Nov 22 14:47:24 2016	1479822444	0	6	7	6
Tue Nov 22 14:47:27 2016	1479822447	0	6	7	5
Tue Nov 22 14:47:33 2016	1479822453	0	6	7	6
Tue Nov 22 14:47:31 2016	1479822451	0	6	7	6
Tue Nov 22 14:47:24 2016	1479822444	0	6	7	5
Tue Nov 22 14:47:26 2016	1479822446	0	6	7	4
Tue Nov 22 14:47:29 2016	1479822449	0	6	7	6
Tue Nov 22 14:47:24 2016	1479822444	0	6	7	6
Tue Nov 22 14:47:32 2016	1479822452	0	6	7	6
Tue Nov 22 14:47:30 2016	1479822450	2	4	7	4
Tue Nov 22 14:47:32 2016	1479822452	0	6	7	5
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	6
Tue Nov 22 14:47:32 2016	1479822452	0	6	7	6
Tue Nov 22 14:47:27 2016	1479822447	0	6	7	5
Tue Nov 22 14:47:26 2016	1479822446	0	6	7	6
Tue Nov 22 14:47:30 2016	1479822450	0	6	7	6
Tue Nov 22 14:47:27 2016	1479822447	0	6	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	6
Tue Nov 22 14:47:25 2016	1479822445	1	5	7	5
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	4
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	7
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	4
Tue Nov 22 14:47:26 2016	1479822446	0	6	7	6
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	5
Tue Nov 22 14:47:29 2016	1479822449	0	6	7	6
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	5
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	7	6
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	6
Tue Nov 22 14:47:29 2016	1479822449	0	6	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	5
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	5
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	7
Tue Nov 22 14:47:29 2016	1479822449	1	6	7	6
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	6
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	6
Tue Nov 22 14:47:29 2016	1479822449	1	6	7	4
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	6
Tue Nov 22 14:47:32 2016	1479822452	0	7	7	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	6
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	7
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	7
Tue Nov 22 14:47:23 2016	1479822443	2	5	7	5
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	7
Tue Nov 22 14:47:32 2016	1479822452	0	7	7	7
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	6
Tue Nov 22 14:47:32 2016	1479822452	0	7	7	7
Tue Nov 22 14:47:32 2016	1479822452	0	7	7	5
Tue Nov 22 14:47:30 2016	1479822450	0	7	7	6
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	5
Tue Nov 22 14:47:32 2016	1479822452	0	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	6
Tue Nov 22 14:47:30 2016	1479822450	0	7	7	5
Tue Nov 22 14:47:24 2016	1479822444	0	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:25 2016	1479822445	0	7	7	7
Tue Nov 22 14:47:31 2016	1479822451	1	6	7	6
Tue Nov 22 14:47:24 2016	1479822444	0	7	7	7
Tue Nov 22 14:47:29 2016	1479822449	1	7	7	6
Tue Nov 22 14:47:24 2016	1479822444	0	7	7	7
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	6
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	7
Tue Nov 22 14:47:33 2016	1479822453	1	6	7	5
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	6
Tue Nov 22 14:47:24 2016	1479822444	0	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	1	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	1	7	7	6
Tue Nov 22 14:47:24 2016	1479822444	1	7	7	6
Tue Nov 22 14:47:29 2016	1479822449	0	7	7	6
Tue Nov 22 14:47:29 2016	1479822449	0	7	7	5
Tue Nov 22 14:47:25 2016	1479822445	0	7	7	7
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	7
Tue Nov 22 14:47:25 2016	1479822445	0	7	7	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	1	6	7	5
Tue Nov 22 14:47:25 2016	1479822445	0	7	7	7
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	6
Tue Nov 22 14:47:24 2016	1479822444	1	7	7	7
Tue Nov 22 14:47:30 2016	1479822450	0	7	7	4
Tue Nov 22 14:47:32 2016	1479822452	1	6	7	5
Tue Nov 22 14:47:25 2016	1479822445	0	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	1	6	7	6
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	6
Tue Nov 22 14:47:30 2016	1479822450	0	7	7	7
Tue Nov 22 14:47:32 2016	1479822452	1	7	7	5
Tue Nov 22 14:47:30 2016	1479822450	0	7	7	5
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	1	7	7	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	7
Tue Nov 22 14:47:33 2016	1479822453	1	6	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	5
Tue Nov 22 14:47:29 2016	1479822449	1	6	7	6
Tue Nov 22 14:47:30 2016	1479822450	1	7	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:29 2016	1479822449	0	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	6
Tue Nov 22 14:47:29 2016	1479822449	1	6	7	5
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	7
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	5
Tue Nov 22 14:47:30 2016	1479822450	0	7	7	6
Tue Nov 22 14:47:34 2016	1479822454	0	7	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	7
Tue Nov 22 14:47:32 2016	1479822452	0	7	7	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	7	4
Tue Nov 22 14:47:25 2016	1479822445	0	7	7	5
Tue Nov 22 14:47:24 2016	1479822444	0	7	7	7
Tue Nov 22 14:47:25 2016	1479822445	0	7	7	6
Tue Nov 22 14:47:26 2016	1479822446	0	7	7	5
Tue Nov 22 14:47:27 2016	1479822447	0	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:34 2016	1479822454	0	7	7	7
Tue Nov 22 14:47:32 2016	1479822452	0	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:34 2016	1479822454	0	7	7	7
Tue Nov 22 14:47:31 2016	1479822451	0	7	7	6
Tue Nov 22 14:47:33 2016	1479822453	0	7	7	7
Tue Nov 22 14:47:26 2016	1479822446	1	7	7	7
Tue Nov 22 14:47:28 2016	1479822448	0	7	7	7
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	6
Tue Nov 22 14:47:33 2016	1479822453	2	6	8	6
Tue Nov 22 14:47:24 2016	1479822444	0	7	8	7
Tue Nov 22 14:47:28 2016	1479822448	0	7	8	6
Tue Nov 22 14:47:27 2016	1479822447	0	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	8	6
Tue Nov 22 14:47:27 2016	1479822447	1	7	8	6
Tue Nov 22 14:47:34 2016	1479822454	0	7	8	6
Tue Nov 22 14:47:29 2016	1479822449	0	7	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	5
Tue Nov 22 14:47:32 2016	1479822452	0	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	8	7
Tue Nov 22 14:47:26 2016	1479822446	0	7	8	7
Tue Nov 22 14:47:33 2016	1479822453	0	7	8	6
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	5
Tue Nov 22 14:47:29 2016	1479822449	0	7	8	6
Tue Nov 22 14:47:27 2016	1479822447	1	7	8	6
Tue Nov 22 14:47:33 2016	1479822453	0	7	8	7
Tue Nov 22 14:47:34 2016	1479822454	0	7	8	6
Tue Nov 22 14:47:32 2016	1479822452	0	7	8	7
Tue Nov 22 14:47:33 2016	1479822453	0	7	8	7
Tue Nov 22 14:47:29 2016	1479822449	0	7	8	5
Tue Nov 22 14:47:31 2016	1479822451	0	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	1	7	8	7
Tue Nov 22 14:47:32 2016	1479822452	1	6	8	6
Tue Nov 22 14:47:27 2016	1479822447	0	7	8	7
Tue Nov 22 14:47:29 2016	1479822449	0	7	8	7
Tue Nov 22 14:47:25 2016	1479822445	0	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	7	8	7
Tue Nov 22 14:47:34 2016	1479822454	1	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	8	7
Tue Nov 22 14:47:31 2016	1479822451	0	8	8	5
Tue Nov 22 14:47:34 2016	1479822454	1	7	8	7
Tue Nov 22 14:47:27 2016	1479822447	0	8	8	7
Tue Nov 22 14:47:26 2016	1479822446	1	7	8	7
Tue Nov 22 14:47:27 2016	1479822447	0	7	8	7
Tue Nov 22 14:47:27 2016	1479822447	1	7	8	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	8	7
Tue Nov 22 14:47:25 2016	1479822445	0	8	8	7
Tue Nov 22 14:47:31 2016	1479822451	0	8	8	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	7	8	4
Tue Nov 22 14:47:25 2016	1479822445	0	8	8	7
Tue Nov 22 14:47:25 2016	1479822445	1	7	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	7
Tue Nov 22 14:47:34 2016	1479822454	1	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	8
Tue Nov 22 14:47:33 2016	1479822453	0	7	8	6
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	7
Tue Nov 22 14:47:33 2016	1479822453	0	8	8	5
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	6
Tue Nov 22 14:47:32 2016	1479822452	0	7	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	7	8	6
Tue Nov 22 14:47:28 2016	1479822448	0	7	8	5
Tue Nov 22 14:47:29 2016	1479822449	0	7	8	5
Tue Nov 22 14:47:27 2016	1479822447	0	8	8	8
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	6
Tue Nov 22 14:47:33 2016	1479822453	0	8	8	5
Tue Nov 22 14:47:31 2016	1479822451	0	8	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	7	8	5
Tue Nov 22 14:47:33 2016	1479822453	0	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	6
Tue Nov 22 14:47:31 2016	1479822451	0	7	8	7
Tue Nov 22 14:47:29 2016	1479822449	1	7	8	5
Tue Nov 22 14:47:26 2016	1479822446	0	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	7
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	8
Tue Nov 22 14:47:26 2016	1479822446	0	8	8	6
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	8
Tue Nov 22 14:47:32 2016	1479822452	0	7	8	7
Tue Nov 22 14:47:27 2016	1479822447	0	8	8	7
Tue Nov 22 14:47:34 2016	1479822454	0	7	8	7
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	5
Tue Nov 22 14:47:30 2016	1479822450	1	7	8	6
Tue Nov 22 14:47:25 2016	1479822445	0	8	8	6
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	6
Tue Nov 22 14:47:30 2016	1479822450	0	8	8	7
Tue Nov 22 14:47:25 2016	1479822445	1	7	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	7	8	7
Tue Nov 22 14:47:29 2016	1479822449	1	7	8	6
Tue Nov 22 14:47:25 2016	1479822445	0	8	8	8
Tue Nov 22 14:47:28 2016	1479822448	1	7	8	7
Tue Nov 22 14:47:31 2016	1479822451	0	8	8	7
Tue Nov 22 14:47:27 2016	1479822447	0	8	8	4
Tue Nov 22 14:47:25 2016	1479822445	0	7	8	6
Tue Nov 22 14:47:29 2016	1479822449	1	7	8	7
Tue Nov 22 14:47:25 2016	1479822445	0	8	8	8
Tue Nov 22 14:47:30 2016	1479822450	0	8	8	5
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	7
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	6
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	7
Tue Nov 22 14:47:29 2016	1479822449	0	8	8	7
Tue Nov 22 14:47:31 2016	1479822451	0	8	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	7
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	8
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	8	8	7
Tue Nov 22 14:47:27 2016	1479822447	0	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	8
Tue Nov 22 14:47:27 2016	1479822447	0	8	8	8
Tue Nov 22 14:47:33 2016	1479822453	0	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	1	7	8	5
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	4
Tue Nov 22 14:47:32 2016	1479822452	1	7	8	7
Tue Nov 22 14:47:29 2016	1479822449	0	8	8	8
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	8
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	5
Tue Nov 22 14:47:31 2016	1479822451	1	7	8	7
Tue Nov 22 14:47:28 2016	1479822448	1	7	8	5
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	7
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	7
Tue Nov 22 14:47:25 2016	1479822445	1	7	8	7
Tue Nov 22 14:47:27 2016	1479822447	1	7	8	7
Tue Nov 22 14:47:27 2016	1479822447	1	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	8
Tue Nov 22 14:47:26 2016	1479822446	0	8	8	8
Tue Nov 22 14:47:27 2016	1479822447	0	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	7
Tue Nov 22 14:47:26 2016	1479822446	0	8	8	7
Tue Nov 22 14:47:31 2016	1479822451	0	8	8	5
Tue Nov 22 14:47:29 2016	1479822449	0	8	8	8
Tue Nov 22 14:47:30 2016	1479822450	0	8	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	8	8	7
Tue Nov 22 14:47:31 2016	1479822451	0	8	8	8
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	7
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	8
Tue Nov 22 14:47:34 2016	1479822454	1	7	8	7
Tue Nov 22 14:47:30 2016	1479822450	0	8	8	7
Tue Nov 22 14:47:24 2016	1479822444	1	7	8	5
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	7
Tue Nov 22 14:47:25 2016	1479822445	0	8	8	8
Tue Nov 22 14:47:32 2016	1479822452	4	4	8	3
Tue Nov 22 14:47:32 2016	1479822452	0	8	8	6
Tue Nov 22 14:47:28 2016	1479822448	0	8	8	8
Tue Nov 22 14:47:24 2016	1479822444	0	8	8	7
